index,author,original_comment,processed_comment,is_gambling_prediction,confidence,gambling_keywords_found,has_contact_info,sentiment_polarity
177,@KomandanSakti-hq4hy,Perempuan kayak kuda💅,perempuan kayak kuda💅,False,0.9998870575173757,0,False,0.0
178,@anomriyani2620,Haha,haha,False,0.9973908947567369,0,False,0.2
179,@arifshaputro2485,Sambil komat Kamit mulut Mbah dukun baca manga😂,sambil komat kamit mulut mbah dukun baca manga😂,False,0.9513045047476041,0,False,0.0
180,@AlfinRahmatullah-r7y5r,Gua dgr perempuan banyak kuda,gua dgr perempuan banyak kuda,False,0.9979446254264017,0,False,0.0
181,@rinoindriyanto6938,Kocaqqqqq jirrrr😌🤏🙉,kocaqqqqq jirrrr😌🤏🙉,False,0.9928210345903802,0,False,0.0
182,@fajryrayga773,Perempuan kayak kuda,perempuan kayak kuda,False,0.9998870575173757,0,False,0.0
183,@simahsimah3211,"No 5,  kelar sudaaah dunia kalau beneran",no  kelar sudaaah dunia kalau beneran,False,0.9889132877413829,0,False,0.0
184,@RubiyahBiyah-es1kx,Wkwkwk yg no. lima matahari dibarat🤣🗿,wkwkwk yg no lima matahari dibarat🤣🗿,False,0.9982629722445523,0,False,0.0
185,@rikiartanto3023,Eh aku kangen lihat konten mas sambung lirik malam2 itu...siapa ya..😂😂😂,eh aku kangen lihat konten mas sambung lirik malam itusiapa ya😂😂😂,False,0.9838269099374581,0,False,0.0
186,@AnitaNapu,Heh perempuan itu cantik bukan kaya kuda 😑🫩,heh perempuan itu cantik bukan kaya kuda 😑🫩,False,0.9981720191287977,0,False,0.0
187,@muhammadiqbalwidiaputra6480,Banyakan dari konten Izzy pizzy 😂,banyakan dari konten izzy pizzy 😂,False,0.9885631666665039,0,False,0.0
188,@Just_Alloh,"Kok terhibur yaaa
Ada lagi gak ya video kyk gini",kok terhibur yaaa ada lagi gak ya video kyk gini,False,0.9894286043593966,0,False,0.0
189,@bewokputra-n6m,"ᴍᴇ-ᴍᴇɴᴀɴɢɪsʟᴀʜ
ʏᴏᴜ-ᴊᴀɴɢᴀɴ ɴᴀɴɢɪs😅😅😅",ᴍᴇᴍᴇɴᴀɴɢɪsʟᴀʜ ʏᴏᴜᴊᴀɴɢᴀɴ ɴᴀɴɢɪs😅😅😅,False,0.990049751243781,0,False,0.0
190,@hidayatullahhidayat7214,Di rundung wibu,di rundung wibu,False,0.991150208267521,0,False,0.0
191,@arsyilarumeesa6783,Aneh suara nya😂😂,aneh suara nya😂😂,False,0.9979505623531411,0,False,0.0
192,@sastrongaijan,🚾,🚾,False,0.990049751243781,0,False,0.0
193,@a.mulyadi5540,Nonton nya sampe di ulang-ulang soalnya lucu..😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣anjay kocak coooooo.🤣🤣🤣🤣🤣🤣🤣🤣,nonton nya sampe di ulangulang soalnya lucu😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣anjay kocak coooooo🤣🤣🤣🤣🤣🤣🤣🤣,False,0.9986076058731287,0,False,0.0
194,@KhanzaKhairunnisa-c8p,"Bang jangan gitu lah pahala ai belum banyak🗿
No .5",bang jangan gitu lah pahala ai belum banyak🗿 no ,False,0.9920774447396489,0,False,0.0
195,@azimapalupi8138,Ke 5 kaya teman ku cewek,ke  kaya teman ku cewek,False,0.9961387481124214,0,False,0.0
196,@iiskomalasari294,Lucu semua 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,lucu semua 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,False,0.9984176137887129,0,False,0.0
197,@ahniecchuar9357,😂😂😂😂,😂😂😂😂,False,0.990049751243781,0,False,0.0
198,@Gojo-5v,Perempuan banyak muda lah 🗿,perempuan banyak muda lah 🗿,False,0.9989017145301811,0,False,0.0
199,@SugengRianto-z6w,Di blakang kayak pocong wedon,di blakang kayak pocong wedon,False,0.9925410032288747,0,False,0.0
200,@dedesusanti-rv3qe,yg pertama itu galyas😂,yg pertama itu galyas😂,False,0.9998823137224239,0,False,0.0
201,@Syaa_281,Day 1 nyanyi sesuai yg ad di pikiran  🗿,day  nyanyi sesuai yg ad di pikiran 🗿,False,0.9908798596159347,0,False,0.0
202,@NiswatulHusna-y9b,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤭🤭🤭🤭🤭🤭🤣,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤭🤭🤭🤭🤭🤭🤣,False,0.990049751243781,0,False,0.0
203,@Nisa-l6v,😂😅🤣,😂😅🤣,False,0.990049751243781,0,False,0.0
204,@Brendabray-o8o,😅😂 yang lawak yang jang mandi,😅😂 yang lawak yang jang mandi,False,0.9957650173158119,0,False,0.0
205,@jangkek-profitpasti,"WD di AGEN878 cepat banget, gak ribet sama sekali",wd di agen cepat banget gak ribet sama sekali,False,0.9872757945891097,0,False,0.0
206,@DWIANGGRAENI-v2b,Wkwkwkwk😂🤣,wkwkwkwk😂🤣,False,0.9961698708038503,0,False,0.0
207,@Ayugusti-b2d,Apalah,apalah,False,0.990049751243781,0,False,0.0
208,@husainibaminpers7236,Qu'est ce que c'est,quest ce que cest,False,0.9849413486800433,0,False,0.0
209,@LubnaUna-z1v,Salfok yg pertama yg nanya ka gege,salfok yg pertama yg nanya ka gege,False,0.9961987488042943,0,False,0.0
210,@Ica_love-night,Prempuan kaya kuda🗿,prempuan kaya kuda🗿,False,0.9987920831610806,0,False,0.0
211,@zayyanjer,"Lagu yg gw cipta FR FR FR

pagi ku cerah ku matahari di barat
Ternyata sudah kiamat
Aku belum bertaubat

💯💯💯💥💥💥🔥🔥🔥🤡🤡🤡",lagu yg gw cipta fr fr fr pagi ku cerah ku matahari di barat ternyata sudah kiamat aku belum bertaubat 💯💯💯💥💥💥🔥🔥🔥🤡🤡🤡,False,0.9951909652722378,0,False,0.0
212,@azylatif7179,Orang nya be like : woii bangunnn matahari udh di baratt👁️👄👁️,orang nya be like woii bangunnn matahari udh di baratt👁️👄👁️,False,0.9931243574887355,0,False,0.0
213,@indripaujiah-um9os,😭😭😭,😭😭😭,False,0.990049751243781,0,False,0.0
214,@GloriaqueenzhyTewu,😂😂😂😂,😂😂😂😂,False,0.990049751243781,0,False,0.0
215,@ElfanPramudya,Matahari di barat gak tu🗿🗿🗿🗿🗿🗿,matahari di barat gak tu🗿🗿🗿🗿🗿🗿,False,0.9995484537541313,0,False,0.0
216,@dianasukma9107,😂😂😂😂,😂😂😂😂,False,0.990049751243781,0,False,0.0
217,@ViviMarlen,😎😎😎😎,😎😎😎😎,False,0.990049751243781,0,False,0.0
218,@aisayoong,Padahal sering lewat tapi tetep aja lucu 😭😭😭,padahal sering lewat tapi tetep aja lucu 😭😭😭,False,0.9909548896458974,0,False,0.0
219,@DewiDewi-u2g,😂😂😂😂,😂😂😂😂,False,0.990049751243781,0,False,0.0
220,@cantikkali-bang,Perempuan kaya kuda😂😂😂😂😂,perempuan kaya kuda😂😂😂😂😂,False,0.9996908151891982,0,False,0.0
221,@kristaindah5874,not funny blass,not funny blass,False,0.9928210345903802,0,False,-0.125
222,@MuhammadFirman-mr8gi,"Matahari di BARAT,Gelap banget cok,KIAMAT",matahari di baratgelap banget cokkiamat,False,0.9975332546245446,0,False,0.0
223,@telgialfin,Yg pertama ko jiji bnget ya😅😅,yg pertama ko jiji bnget ya😅😅,False,0.9973162804728958,0,False,0.0
224,@kia-w3u,"Ku ulang"" terus loh",ku ulang terus loh,False,0.9949139287348813,0,False,0.0
225,@Zee_one9k,"""Muahhh""🗿😋💔",muahhh🗿😋💔,False,0.9949087109602898,0,False,0.0
226,@PuspaElisa,"Top 5 sambung lagu lirik lucu
1.matahari di barat
2.kehilangan ginjal ku
3.perempuan kaya kuda
4.dirundung wibu
5.jangan nangis",top  sambung lagu lirik lucu matahari di barat kehilangan ginjal ku perempuan kaya kuda dirundung wibu jangan nangis,False,0.9996036268571525,0,False,0.5
227,@NadiaAulia-h5z,the real mengejek kasta perempuan 😭😭😭,the real mengejek kasta perempuan 😭😭😭,False,0.9940983479329621,0,False,0.2
228,@PaitoFarel,Memang cowok susa ditebak kalo obat nya habis🤣🤣🤣🤣🤣🤣,memang cowok susa ditebak kalo obat nya habis🤣🤣🤣🤣🤣🤣,False,0.9782428819130783,0,False,0.0
229,@SalsaAlika-qt9nh,Yang ke 1 mirip kak galyas 😮,yang ke  mirip kak galyas 😮,False,0.9998950497320103,0,False,0.0
230,@LaylaNafisa,Aku suka 1😂😂😂😂😂😂😂😂😂😂😂😂😂😂semowah😂😂😂😂😂😂,aku suka 😂😂😂😂😂😂😂😂😂😂😂😂😂😂semowah😂😂😂😂😂😂,False,0.9972417352551383,0,False,0.0
231,@nicoyolandha,"""Iiini hiduuup, wanita si kupu-kupu""",iiini hiduuup wanita si kupukupu,False,0.9787593689099786,0,False,0.0
232,@tyasss55,Nomor 1 lagunya nostalgia😢,nomor  lagunya nostalgia😢,False,0.996000592258141,0,False,0.0
233,@Nafisa05IN,No 5. Jangan main main looo😑😑😑,no  jangan main main looo😑😑😑,False,0.9952589410222914,0,False,0.16666666666666666
234,@HANAGACHA_A,"Yang no 3 lucu😂😂

Edit : makasih 300 like nya😊🙏",yang no  lucu😂😂 edit makasih  like nya😊🙏,False,0.9955216627475543,0,False,0.0
235,@alifiafarkhanatunnimah4325,Pls agak laen,pls agak laen,False,0.9924838742795645,0,False,0.0
236,@sitifasihahofficial9,Suka yang ke 4 dan ke 5,suka yang ke  dan ke ,False,0.9988874751304108,0,False,0.0
237,@fitriaulia778,Ap salaku apasala iBU ku hidupku...DirunDungWiBU,ap salaku apasala ibu ku hidupkudirundungwibu,False,0.9884403717858511,0,False,0.0
238,@IrwanIrwansyah-k3q,Gua wibu,gua wibu,False,0.9972829931974284,0,False,0.0
239,@fitriaulia778,🤣🤣🤣🤣,🤣🤣🤣🤣,False,0.990049751243781,0,False,0.0
240,@fitriaulia778,wibu cuy,wibu cuy,False,0.9955014269623543,0,False,0.0
241,@Emisriwahyuni-gw8kj,Kiamat dong,kiamat dong,False,0.9984212541119434,0,False,0.0
242,@FloMitha-du2wl,Itu galyas gk sih?,itu galyas gk sih,False,0.9994516573087806,0,False,0.0
243,@LisnaAqila,😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂,False,0.990049751243781,0,False,0.0
244,@PangeranElang-t6g,Hahahahahhahahahahhahahahahahahahahhaahhahahahahahahahhahahahahhahahahahahhahahaahhahahahahahhahahahahahahabbabahahahahabhahahahahahhahahahahahhaha😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,hahahahahhahahahahhahahahahahahahahhaahhahahahahahahahhahahahahhahahahahahhahahaahhahahahahahhahahahahahahabbabahahahahabhahahahahahhahahahahahhaha😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,False,0.9949087109602898,0,False,0.0
245,@JumaRiani-xy7jh,Yang 5 kalau terjadi betulan auto mat# semau 1sama 5 favorit,yang  kalau terjadi betulan auto mat semau sama  favorit,False,0.9981192272907573,0,False,0.0
246,@Sensei-c8k,Pagi ku cerah ku matahari di barat ku gendong tas merah ku bersiap 🗿,pagi ku cerah ku matahari di barat ku gendong tas merah ku bersiap 🗿,False,0.9989578724916933,0,False,0.0
247,@avrvideo8805,Ayam susanti perempuan kaya kuda 😂😂😂😂😂😂,ayam susanti perempuan kaya kuda 😂😂😂😂😂😂,False,0.9993829645594727,0,False,0.0
248,@angellaherniyati7486,Pin pliss,pin pliss,False,0.9928210345903802,0,False,0.0
249,@Unknown-u3l4g,Yang kedua dapet kecupan manja,yang kedua dapet kecupan manja,False,0.9914391828393201,0,False,0.0
250,@AleshaNahda-y7h,Mirip wali kelas ku pak agung,mirip wali kelas ku pak agung,False,0.9864661776953711,0,False,0.0
251,@rendipakih7835,"Bagi kuu 
1.aya susanti 
2 jangan nagis
3 matahari di barat 

4.kehilangan ginjal ku
5, di rmdung ibu😊





Tapi yang paling kocak sampe aku ulang adalah no 1,2,3 sih yang samnsini ngumnpull",bagi kuu aya susanti  jangan nagis  matahari di barat kehilangan ginjal ku  di rmdung ibu😊 tapi yang paling kocak sampe aku ulang adalah no  sih yang samnsini ngumnpull,False,0.9908772725432445,0,False,0.0
252,@EmpatFatimah-ll9in,Akhirnya bisa tidur nyenyak😭🗿🗿😭😭😭😭😭😭🗿🗿🗿,akhirnya bisa tidur nyenyak😭🗿🗿😭😭😭😭😭😭🗿🗿🗿,False,0.9898138062827609,0,False,0.0
253,@AstriPitriani-s3y,gokill ini mah  𝐃𝐎𝐀𝐒𝐋𝐎𝐓,gokill ini mah 𝐃𝐎𝐀𝐒𝐋𝐎𝐓,False,0.9933346092363541,0,False,0.0
254,@sazkiameliana9185,Perempuan kaya kuda😂😂😅,perempuan kaya kuda😂😂😅,False,0.9996908151891982,0,False,0.0
255,@AninditaNur-m8w,Lucu banget aku nonton nya diulang-ulang🤣🤣🤣🤣,lucu banget aku nonton nya diulangulang🤣🤣🤣🤣,False,0.998500831548231,0,False,0.0
256,@NadiaWati-e3n,Ngakakak 😭😭😭😭,ngakakak 😭😭😭😭,False,0.9949087109602898,0,False,0.0
257,@Susanto-f7w,Yang pertama😭🤣,yang pertama😭🤣,False,0.9998325017290991,0,False,0.0
258,@SaviraSavira-cm6ff,Galyas Cok sadar gag sih,galyas cok sadar gag sih,False,0.9937607325288079,0,False,0.0
259,@nheisyaazalia4391,singkat padat matahari di barat 😐,singkat padat matahari di barat 😐,False,0.9985921553507071,0,False,0.0
260,@Tsygokgokgyok,No 5 gelap🗿,no  gelap🗿,False,0.9981958907868023,0,False,0.0
261,@User-frezy,LoLL,loll,False,0.990049751243781,0,False,0.0
262,@wannyzulita1287,Mirip galyas  coy cewek nya yg pertama,mirip galyas coy cewek nya yg pertama,False,0.9993081585879339,0,False,0.0
263,@JuniatiAini-b7r,Cowo susah di tebak 🤖,cowo susah di tebak 🤖,False,0.9992963431736367,0,False,0.0
264,@RenoWibowo-zh4zv,Pada kenapa sihh 😂😂,pada kenapa sihh 😂😂,False,0.9895240079661629,0,False,0.0
265,@gunturguntur8859,"Yg pertama itu galyas gasihhh
Dan ke tiga artis",yg pertama itu galyas gasihhh dan ke tiga artis,False,0.9996924149714546,0,False,0.0
266,@xyshfii,jangan nangis😭😭,jangan nangis😭😭,False,0.9991281255507032,0,False,0.0
267,@TahuTukang,"1. perempuan kaya kuda 
2.kehilangan ginja ku
3.janggan nangis 
4.dirundung wibu
5.matahari di barat", perempuan kaya kuda kehilangan ginja ku janggan nangis dirundung wibu matahari di barat,False,0.9992335758697599,0,False,0.0
268,@minji8550,Mas itu mah kiamat mas 😰,mas itu mah kiamat mas 😰,False,0.9973187299451147,0,False,0.0
269,@FathanFathir-n8m4c,PeREmPuAn kAyA KuDA,perempuan kaya kuda,False,0.9996908151891982,0,False,0.0
270,@vivianachintya4325,"Singkat,padat,di barat 😂",singkatpadatdi barat 😂,False,0.9964456790873417,0,False,0.0
271,@susianawati9230,Aku Hilda 😊,aku hilda 😊,False,0.9988805587772535,0,False,0.0
272,@HUSNULAMIRULBINASROLMoe,"nombor 4 paling lawak
hahaha",nombor  paling lawak hahaha,False,0.9970670954376888,0,False,0.2
273,@WINDAHAMIDAHHAMIDAH,😂😂😂😂ngakkak skit perut,😂😂😂😂ngakkak skit perut,False,0.9895240079661629,0,False,0.0
274,@muhammadirhaby5800,Yang pertama lucu banget,yang pertama lucu banget,False,0.9998907528344595,0,False,0.0
275,@ayudewe1067,Elu maunya kiamat apa gimana 😂,elu maunya kiamat apa gimana 😂,False,0.9954837895921013,0,False,0.0
276,@andrypriyana80,Emang bener perempuan kaya kuda?,emang bener perempuan kaya kuda,False,0.9995926324296849,0,False,0.0
277,@Nay-ws8jz,Kehilangan ginjal ku😂😂,kehilangan ginjal ku😂😂,False,0.9974526287521284,0,False,0.0
278,@lolaarmandlolaarmand1637,Perempuan banyak kuda,perempuan banyak kuda,False,0.9987758332547151,0,False,0.0
279,@fauziah6575,Di ulang ulang tetep ngakak banget yang terakhir 😂,di ulang ulang tetep ngakak banget yang terakhir 😂,False,0.9994199973528447,0,False,0.0
280,@mawarmelati4137,Hahaha 😂,hahaha 😂,False,0.9973266529876077,0,False,0.2
281,@ahmadzul-gt,Perempuan kayak kuda kocak sih 😂,perempuan kayak kuda kocak sih 😂,False,0.9997268302514905,0,False,0.0
282,@dhodysagara573,Astaghfirullah BG di barat 😭😭,astaghfirullah bg di barat 😭😭,False,0.9977250863333549,0,False,0.0
283,@KENZOMAULANASAOGI-v2w,mana yang papa telponnnnnn papa telponnnn halo om bapakkku sudah tiada,mana yang papa telponnnnnn papa telponnnn halo om bapakkku sudah tiada,False,0.9467278513076728,0,False,0.0
284,@RisdaYanti-x1z,Pagi matahari di barat serem banget,pagi matahari di barat serem banget,False,0.9993630041844211,0,False,0.0
285,@RanaMahirah-y8z,Pertama kak galyas ketiga kak avolia,pertama kak galyas ketiga kak avolia,False,0.9987765703730842,0,False,0.0
286,@MarikGliven-x5g,😂😂😂😂,😂😂😂😂,False,0.990049751243781,0,False,0.0
287,@EkoSetiawan-xf4cc,Ngakak perempuan kaya kuda wkwkwkw 😭🤩,ngakak perempuan kaya kuda wkwkwkw 😭🤩,False,0.9993522201975898,0,False,0.0
288,@KeyraadresiaPutri,Kuda😂?,kuda😂,False,0.9987207515659611,0,False,0.0
289,@c.d.tchanel3924,Yg pertama itu kak galyes ya 😊😊😊,yg pertama itu kak galyes ya 😊😊😊,False,0.9996378112729389,0,False,0.0
290,@jennyrahma5297,Goblok😂😂😂😂,goblok😂😂😂😂,False,0.9949087109602898,0,False,0.0
291,@yessiregar-vj3od,Agak lain memangnya bah matahari pagiku cerahku dibilangnya matahari Barat😂😂😂😂😂😂,agak lain memangnya bah matahari pagiku cerahku dibilangnya matahari barat😂😂😂😂😂😂,False,0.9805640940177804,0,False,0.0
292,@najwaazzhrasnt,the real cowo susah di tebak 😭🗿,the real cowo susah di tebak 😭🗿,False,0.9993340027442383,0,False,0.2
293,@mradha3784,Perempuan kaya kuda asli lucu banget 😂,perempuan kaya kuda asli lucu banget 😂,False,0.999743678555502,0,False,0.0
294,@lintangbonita2272,Sungguh menghibur... 😅😅😅🤣🤣🤣,sungguh menghibur 😅😅😅🤣🤣🤣,False,0.9928210345903802,0,False,0.0
295,@muniffauzi5026,Nyambung banget yang no 4,nyambung banget yang no ,False,0.9976162970951561,0,False,0.0
296,@jumidadaa1105,😂😂😂😂😅😅,😂😂😂😂😅😅,False,0.990049751243781,0,False,0.0
297,@SitiZubaidah-w9p,Salah maksudnya kuda😅😅,salah maksudnya kuda😅😅,False,0.9981643542377053,0,False,0.0
298,@SitiZubaidah-w9p,Aku paling lucu haya susanti perempuan kaya kufa lucu banget njirrr😂😂😂😂😂,aku paling lucu haya susanti perempuan kaya kufa lucu banget njirrr😂😂😂😂😂,False,0.9993699261939564,0,False,0.0
299,@reyvansyahputra-x3b,"1.Perempuan kayak kuda😅😅😅😅

2.kehilangan ginjal kuuu😮😮😮😮

3.jangan nangis😂😂😂😂😂

4.dirundung wibu😂😂😂😂😂😂


5.matahari di barat😂😂😂😂😂",perempuan kayak kuda😅😅😅😅 kehilangan ginjal kuuu😮😮😮😮 jangan nangis😂😂😂😂😂 dirundung wibu😂😂😂😂😂😂 matahari di barat😂😂😂😂😂,False,0.9998373753159594,0,False,0.0
300,@JajatAbot,yang kedua itu lagu suster L aki ingat aku suka nonton,yang kedua itu lagu suster l aki ingat aku suka nonton,False,0.9943664149930279,0,False,0.0
301,@AlfinNaufal-i6x,Itu yang pertama kayak galiyas,itu yang pertama kayak galiyas,False,0.9993863123086086,0,False,0.0
302,@ArfinoNazril-i2f,Bukannya Matahari Di Timur🤔🤔,bukannya matahari di timur🤔🤔,False,0.9976998440435102,0,False,0.0
303,@Rass-147,Kalok matahari di barat kita kiamak,kalok matahari di barat kita kiamak,False,0.9971932058961585,0,False,0.0
304,@daffabtsatama7355,No 1 ada kak galyas 🎉🎉,no  ada kak galyas 🎉🎉,False,0.9997753906871115,0,False,0.0
305,@Dinkaaja,"""JaNgAn NaNgIsSs""😭😭🗿",jangan nangisss😭😭🗿,False,0.9981519006672225,0,False,0.0
306,@Syakiladungdung-k8j,_-perempuan kayak kuda...-_,perempuan kayak kuda,False,0.9998870575173757,0,False,0.0
307,@VirnyAndini-f1i,Yang pertama muka nya yang perempuan mirip kak galyas,yang pertama muka nya yang perempuan mirip kak galyas,False,0.9998873552638589,0,False,0.0
308,@NailaSanaya,Nomer 1 sumpah 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,nomer  sumpah 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,False,0.9946126201683544,0,False,0.0
309,@Koaci229,matahari di barat 💀☠️ singkat padat kiamat🗿,matahari di barat 💀☠️ singkat padat kiamat🗿,False,0.9986983582097938,0,False,0.0
310,@khalidabror5302,Di pim dong,di pim dong,False,0.9971547732780631,0,False,0.0
311,@dolphinsthamand6585,Yg trakhir orang lg banyak beban di suruh nyanyi : jadi lah matahari terbit dari barat 😂,yg trakhir orang lg banyak beban di suruh nyanyi jadi lah matahari terbit dari barat 😂,False,0.9995005202118634,0,False,0.0
312,@fahrirevanza,😂😂😂😂😂,😂😂😂😂😂,False,0.990049751243781,0,False,0.0
313,@UmmiKulsum-e5p,Berarti kiamat 😂,berarti kiamat 😂,False,0.9980079161048633,0,False,0.0
314,@putraperkasa0059,Bangke semua lu... wkwkwkwk,bangke semua lu wkwkwkwk,False,0.9936919653785644,0,False,0.0
315,@DelisaTiyasashila,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,False,0.990049751243781,0,False,0.0
316,@AbiManyu-o1z,Ngakak sampe gak bisa batuk😂😂😂😂,ngakak sampe gak bisa batuk😂😂😂😂,False,0.9987925618308602,0,False,0.0
317,@MarshallRiwa,Terakhir gelap anjirrrr🗿,terakhir gelap anjirrrr🗿,False,0.9975604608927527,0,False,0.0
318,@CilukBa-y6q,Jangan nangis 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,jangan nangis 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,False,0.9991281255507032,0,False,0.0
319,@CilukBa-y6q,Jangan nangis 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,jangan nangis 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,False,0.9991281255507032,0,False,0.0
320,@SatsatSatsat-u4n,Yang aku denger ahzazusanti,yang aku denger ahzazusanti,False,0.9969347083119372,0,False,0.0
321,@Rohman123-l1y,🤣🤣🤣🤣,🤣🤣🤣🤣,False,0.990049751243781,0,False,0.0
322,@rizqiano9063,Gue malah no 3 yamg bikin ngakak😂😂,gue malah no  yamg bikin ngakak😂😂,False,0.99756967875065,0,False,0.0
323,@motoholix,No 2 sih plng kocak😂,no  sih plng kocak😂,False,0.9961800068433367,0,False,0.0
324,@marcellamaharani1879,pecah banget pass dirundung wibu 😂,pecah banget pass dirundung wibu 😂,False,0.9946296322115309,0,False,0.0
325,@muhammadidan9819,😂lucu haha,😂lucu haha,False,0.9986057560536813,0,False,0.2
326,@fingkannusonu63,Gak kuatt😭😭🤏🏼🤏🏼🤏🏼,gak kuatt😭😭🤏🏼🤏🏼🤏🏼,False,0.996962773658473,0,False,0.0
327,@belsloveee,Garing,garing,False,0.9949087109602898,0,False,0.0
328,@AlkhalifiAbidHaryadi,😂😂😂😂😂,😂😂😂😂😂,False,0.990049751243781,0,False,0.0
329,@BayuFebriyanto-m7c,😆😆😆😆😆,😆😆😆😆😆,False,0.990049751243781,0,False,0.0
330,@NelaSimarmata-e5s,"Bagi ku prediksi skor 
1 perempuan kaya kuda 
2 matahari di barat 
3 kehilangan ginjal ku 
4 dirundung wibu 
5 jangan nangis 
5",bagi ku prediksi skor  perempuan kaya kuda  matahari di barat  kehilangan ginjal ku  dirundung wibu  jangan nangis ,False,0.908041573615537,1,False,0.0
331,@smoot_heart4385,"Ngepeeettt luhh pada..
Ngakak gakudah udah neh gw...
🤣🤣🤣🤣",ngepeeettt luhh pada ngakak gakudah udah neh gw 🤣🤣🤣🤣,False,0.9987501067637844,0,False,0.0
332,@AnisaYudha,🤣🤣🤣🤣🤣😂🤣,🤣🤣🤣🤣🤣😂🤣,False,0.990049751243781,0,False,0.0
333,@HamsterMonster2025,Perempuan kaya kuda 🏇🏇🏇🏇🏇🏇🐎🐎🐎😂😂😂😂😂😂,perempuan kaya kuda 🏇🏇🏇🏇🏇🏇🐎🐎🐎😂😂😂😂😂😂,False,0.9996908151891982,0,False,0.0
334,@HondaSkupi,kiamat donk!!!,kiamat donk,False,0.9984475003472739,0,False,0.0
335,@andhoy8621,Matahari di barat😂😂😂 kiamat bang,matahari di barat😂😂😂 kiamat bang,False,0.9998089919793801,0,False,0.0
336,@Clara69460,😂😂,😂😂,False,0.990049751243781,0,False,0.0
337,@fatihseptian6104,Yang terakhir agak gelap coy....,yang terakhir agak gelap coy,False,0.998068078628514,0,False,0.0
338,@vans24434,"makanya kalo orng lgi ngintip tu jangan di ganggu, ini malah di ajak nyanyi, nyleneh sekali jadinya 😭😭😭😭",makanya kalo orng lgi ngintip tu jangan di ganggu ini malah di ajak nyanyi nyleneh sekali jadinya 😭😭😭😭,False,0.9467483716948175,0,False,0.0
339,@djiwaindahraidalhadi7261,Ampe nangis gw ngakak,ampe nangis gw ngakak,False,0.9982122308626348,0,False,0.0
340,@noermohamad5260,No 5...dia pgn cpt kiamat😂😂,no dia pgn cpt kiamat😂😂,False,0.9926007218013203,0,False,0.0
341,@JuragantelurBoss,"Mmuaaachhh..... 
Aaaakhhh",mmuaaachhh aaaakhhh,False,0.9928210345903802,0,False,0.0
342,@jujucaby8540,🤣🤣🤣,🤣🤣🤣,False,0.990049751243781,0,False,0.0
343,@farrasaufarazqabachtiar831,Dengan yakinnya Abang nya bilang jangan nangis😂😂😂😂,dengan yakinnya abang nya bilang jangan nangis😂😂😂😂,False,0.9942097525684784,0,False,0.0
344,@TatikKrustianah,😂😂😂😂😂😂,😂😂😂😂😂😂,False,0.990049751243781,0,False,0.0
